Mod:Item:MetaData, Localized Name
ceramics:clay_barrel_stained_extension:13, 绿色延展陶桶
ceramics:clay_barrel_stained_extension:14, 红色延展陶桶
ceramics:clay_barrel_stained_extension:15, 黑色延展陶桶
ceramics:porcelain_barrel:0, 白色陶瓷桶
ceramics:porcelain_barrel:1, 橙色陶瓷桶
ceramics:porcelain_barrel:2, 品红色陶瓷桶
ceramics:porcelain_barrel:3, 淡蓝色陶瓷桶
ceramics:porcelain_barrel:4, 黄色陶瓷桶
ceramics:porcelain_barrel:5, 黄绿色陶瓷桶
ceramics:porcelain_barrel:6, 粉红色陶瓷桶
ceramics:porcelain_barrel:7, 灰色陶瓷桶
ceramics:porcelain_barrel:8, 淡灰色陶瓷桶
ceramics:porcelain_barrel:9, 青色陶瓷桶
ceramics:porcelain_barrel:10, 紫色陶瓷桶
ceramics:porcelain_barrel:11, 蓝色陶瓷桶
ceramics:porcelain_barrel:12, 棕色陶瓷桶
ceramics:porcelain_barrel:13, 绿色陶瓷桶
ceramics:porcelain_barrel:14, 红色陶瓷桶
ceramics:porcelain_barrel:15, 黑色陶瓷桶
ceramics:porcelain_barrel_extension:0, 白色延展陶瓷桶
ceramics:porcelain_barrel_extension:1, 橙色延展陶瓷桶
ceramics:porcelain_barrel_extension:2, 品红色延展陶瓷桶
ceramics:porcelain_barrel_extension:3, 淡蓝色延展陶瓷桶
ceramics:porcelain_barrel_extension:4, 黄色延展陶瓷桶
ceramics:porcelain_barrel_extension:5, 黄绿色延展陶瓷桶
ceramics:porcelain_barrel_extension:6, 粉红色延展陶瓷桶
ceramics:porcelain_barrel_extension:7, 灰色延展陶瓷桶
ceramics:porcelain_barrel_extension:8, 淡灰色延展陶瓷桶
ceramics:porcelain_barrel_extension:9, 青色延展陶瓷桶
ceramics:porcelain_barrel_extension:10, 紫色延展陶瓷桶
ceramics:porcelain_barrel_extension:11, 蓝色延展陶瓷桶
ceramics:porcelain_barrel_extension:12, 棕色延展陶瓷桶
ceramics:porcelain_barrel_extension:13, 绿色延展陶瓷桶
ceramics:porcelain_barrel_extension:14, 红色延展陶瓷桶
ceramics:porcelain_barrel_extension:15, 黑色延展陶瓷桶
ceramics:faucet, 陶瓷排液口
ceramics:channel, 陶瓷输液道
chesttransporter:chesttransporter, 木质搬箱器
chesttransporter:chesttransporter_iron, 铁质搬箱器
chesttransporter:chesttransporter_gold, 金质搬箱器
chesttransporter:chesttransporter_diamond, 钻石搬箱器
chesttransporter:chesttransporter_copper, 铜质搬箱器
chesttransporter:chesttransporter_silver, 银质搬箱器
chesttransporter:chesttransporter_tin, 锡质搬箱器
chesttransporter:chesttransporter_obsidian, 黑曜石搬箱器
cookingforblockheads:cooking_table, 烹饪桌
cookingforblockheads:oven, 烤箱
cookingforblockheads:fridge, 冰箱
cookingforblockheads:sink, 水槽
cookingforblockheads:tool_rack, 厨具架
cookingforblockheads:toaster, 吐司机
cookingforblockheads:milk_jar, 牛奶罐
cookingforblockheads:cow_jar, 罐中奶牛
cookingforblockheads:spice_rack, 调料架
cookingforblockheads:counter, 厨柜
cookingforblockheads:cabinet, 厨房橱柜
cookingforblockheads:corner, 厨房转角
cookingforblockheads:kitchen_floor, 厨房地板
cookingforblockheads:fruit_basket, 水果篮
cookingforblockheads:cutting_board, 切菜板
cookingforblockheads:recipe_book:0, 傻瓜式烹饪
cookingforblockheads:recipe_book:1, 傻瓜烹饪手册I
cookingforblockheads:recipe_book:2, 傻瓜烹饪手册II
cookingforblockheads:heating_unit, 加热单元
cookingforblockheads:ice_unit, 冷却单元
cookingforblockheads:preservation_chamber, 保鲜室
coroutil:repairing_block, 修复方块
coroutil:item_repairing_gel, 修复凝胶
darkutils:trap_move, 向量板
darkutils:trap_move_fast, 快速向量板
darkutils:trap_move_hyper, 极速向量板
darkutils:update_detector, 方块更新检测器(BUD)
darkutils:trap_tile:0, 剧毒陷阱
darkutils:trap_tile:1, 虚弱陷阱
darkutils:trap_tile:2, 伤害陷阱
darkutils:trap_tile:3, 迟缓陷阱
darkutils:trap_tile:4, 火焰陷阱
darkutils:trap_tile:5, 凋零陷阱
darkutils:trap_tile:6, 侵蚀陷阱
darkutils:trap_tile:7, 玩家陷阱
darkutils:trap_anchor, 锚定板
darkutils:sneaky, 潜匿方块
darkutils:sneaky_lever, 潜匿拉杆
darkutils:sneaky_ghost, 潜匿幽灵方块
darkutils:sneaky_torch, 潜匿火把
darkutils:sneaky_obsidian, 潜匿黑曜石
darkutils:sneaky_plate, 潜匿压力板
darkutils:sneaky_bedrock, 潜匿基岩
darkutils:sneaky_button, 潜匿按钮
darkutils:shulker_pearl, 潜影珍珠
darkutils:pearl_block:0, 珍珠方块
darkutils:pearl_block:1, 珍珠砖块
darkutils:pearl_block:2, 鳞纹珍珠方块
darkutils:pearl_block:3, 雕凿珍珠方块
darkutils:timer, 计时器
darkutils:monolith:0, 经验方尖碑
darkutils:monolith:1, 怪物方尖碑
darkutils:filter:0, 生物过滤器
darkutils:filter:1, 生物过滤器
darkutils:filter:2, 生物过滤器
darkutils:filter:3, 生物过滤器
darkutils:filter:4, 生物过滤器
darkutils:filter:5, 生物过滤器
darkutils:filter:6, 生物过滤器
darkutils:filter:7, 生物过滤器
darkutils:filter:8, 生物过滤器
darkutils:filter:9, 生物过滤器
darkutils:filter:10, 生物过滤器
darkutils:filter_inverted:0, 反向生物过滤器
darkutils:filter_inverted:1, 反向生物过滤器
darkutils:filter_inverted:2, 反向生物过滤器
darkutils:filter_inverted:3, 反向生物过滤器
darkutils:filter_inverted:4, 反向生物过滤器
darkutils:filter_inverted:5, 反向生物过滤器
darkutils:filter_inverted:6, 反向生物过滤器
darkutils:filter_inverted:7, 反向生物过滤器
darkutils:filter_inverted:8, 反向生物过滤器
darkutils:filter_inverted:9, 反向生物过滤器
darkutils:filter_inverted:10, 反向生物过滤器
darkutils:lore_tag:0, §0描述牌
darkutils:lore_tag:1, §1描述牌
darkutils:lore_tag:2, §2描述牌
darkutils:lore_tag:3, §3描述牌
darkutils:lore_tag:4, §4描述牌
darkutils:lore_tag:5, §5描述牌
darkutils:lore_tag:6, §6描述牌
darkutils:lore_tag:7, §7描述牌
darkutils:lore_tag:8, §8描述牌
darkutils:lore_tag:9, §9描述牌
darkutils:lore_tag:10, §a描述牌
darkutils:lore_tag:11, §b描述牌
darkutils:lore_tag:12, §c描述牌
darkutils:lore_tag:13, §d描述牌
darkutils:lore_tag:14, §e描述牌
darkutils:lore_tag:15, §f描述牌
darkutils:grate, 物品格栅
darkutils:fake_tnt, TNT
darkutils:ender_tether, 末影拴绳
darkutils:ender_hopper, 末影漏斗
darkutils:ender_pearl_hopper, 镶珠末影漏斗
darkutils:slime_dyed:0, 白色粘液块
darkutils:slime_dyed:1, 橙色粘液块
darkutils:slime_dyed:2, 品红色粘液块
darkutils:slime_dyed:3, 淡蓝色粘液块
darkutils:slime_dyed:4, 黄色粘液块
darkutils:slime_dyed:5, 黄绿色粘液块
darkutils:slime_dyed:6, 粉色粘液块
darkutils:slime_dyed:7, 灰色粘液块
darkutils:slime_dyed:8, 淡灰色粘液块
darkutils:slime_dyed:9, 青色粘液块
darkutils:slime_dyed:10, 紫色粘液块
darkutils:slime_dyed:11, 蓝色粘液块
darkutils:slime_dyed:12, 棕色粘液块
darkutils:slime_dyed:13, 绿色粘液块
darkutils:slime_dyed:14, 红色粘液块
darkutils:slime_dyed:15, 黑色粘液块
darkutils:material:0, 凋零之粉
darkutils:material:1, 不稳末影珍珠
darkutils:material:2, 凋零膏
darkutils:material:3, 暗黑之糖
darkutils:wither_block:0, 凋零之尘方块
darkutils:wither_block:1, 凋零之尘砖块
darkutils:wither_block:2, 鳞纹凋零之尘方块
darkutils:wither_block:3, 雕凿凋零之尘方块
darkutils:wither_block:4, 腐化凋零之尘方块
darkutils:wither_block:5, 方格凋零之尘方块
darkutils:charm_agression, 侵略魔符
darkutils:focus_sash, 气势披带
darkutils:charm_gluttony, 暴食魔符
darkutils:charm_null, 零域魔符
darkutils:charm_portal, 传送门魔符
darkutils:charm_sleep, 睡眠魔符
darkutils:anti_slime, 反史莱姆方块
endreborn:item_ingot_endorium, 终末锭
endreborn:item_shard_obsidian, 黑曜石碎片
endreborn:item_raw_endorium, 原生终末粒
endreborn:item_dragonite_seeds, 龙梅种子
endreborn:item_advanced_ender_pearl, 高级末影珍珠
endreborn:item_end_essence, 末地精华
endreborn:item_end_shard, 末影碎片
endreborn:item_end_rune, 末影符文
endreborn:item_lormyte_crystal, 洛米特水晶
endreborn:item_ingot_wolframium, 钨锭
endreborn:item_ender_string, 生命之线
endreborn:item_world_mirror, 世界之镜
endreborn:item_dragonite_tea, 龙梅茶
endreborn:item_angel_feather, 天使之羽
endreborn:dragon_scales, 龙鳞
endreborn:death_essence, 熵之本质
endreborn:ingot_infused, Infused Endorium
endreborn:sword_shard, Broken Sword Part
endreborn:catalyst, 黑曜石粉
endreborn:end_record, 末影唱片
endreborn:wolframium_nugget, Tungsten Nugget
endreborn:tool_pickaxe_endorium, 终末镐
endreborn:tool_sword_endorium, 终末剑
endreborn:tool_hoe_endorium, 终末锄
endreborn:tool_axe_endorium, 终末斧
endreborn:tool_shovel_endorium, 终末铲
endreborn:tool_hammer_iron, 大锤
endreborn:ender_bow, 末影弓
endreborn:ender_sword, 末地术士巴克莱之剑
endreborn:tool_magnifier, 马尼蒂斯
endreborn:tool_pickaxe_wolframium, 钨镐
endreborn:tool_sword_wolframium, 钨剑
endreborn:tool_hoe_wolframium, 钨锄
endreborn:tool_axe_wolframium, 钨斧
endreborn:tool_shovel_wolframium, 钨铲
endreborn:entropy_wand, 熵之杖
endreborn:armour_chestplate_obsidian, 黑曜石胸甲
endreborn:armour_leggings_obsidian, 黑曜石护腿
endreborn:armour_boots_obsidian, 黑曜石靴子
endreborn:armour_helmet_helmet, 黑曜石头盔
endreborn:armour_chestplate_dragon, 龙鳞胸甲
endreborn:armour_leggings_dragon, 龙鳞护腿
endreborn:armour_boots_dragon, 龙鳞靴子
endreborn:armour_helmet_dragon, 龙鳞头盔
endreborn:food_ender_flesh, 末影腐肉
endreborn:food_dragonite_berries, 龙梅浆果
endreborn:food_chorus_soup, 紫颂汤
endreborn:block_endorium, 终末块
endreborn:block_end_stone_smooth, 平滑末地石
endreborn:block_end_stone_pillar, 末地石柱
endreborn:block_purpur_lamp, 紫珀灯
endreborn:crop_ender_flower, 末影花
endreborn:crop_dragonite, 龙梅
endreborn:block_essence_ore, 精华矿
endreborn:block_phantom, 幽灵方块
endreborn:block_entropy_end_stone, 熵之末地石
endreborn:block_lormyte_crystal, 洛米特块
endreborn:block_decorative_lormyte, 洛米特块（装饰用）
endreborn:block_wolframium, 钨块
endreborn:block_wolframium_ore, 钨矿
endreborn:block_rune, 符文块
endreborn:block_end_magma, 末地岩浆块
endreborn:block_end_forge, 虚空冶炼炉
endreborn:dragon_essence, 龙之精华矿
endreborn:entropy_user, 物质实化机
endreborn:broken_ender_flower, Broken Enderemus
endreborn:chiseled_end_bricks, Chiseled End Bricks
endreborn:e_end_bricks_stairs, 末地石台阶
endreborn:smooth_end_stone_stairs, 平滑末地石台阶
endreborn:e_end_bricks_wall, 末地石墙
endreborn:e_purpur_wall, 紫珀墙
endreborn:smooth_end_stone_wall, 平滑末地石墙
extendedcrafting:storage:0, 黑铁块
extendedcrafting:storage:1, 流明精华块
extendedcrafting:storage:2, 下界之星块
extendedcrafting:storage:3, 晶素块
extendedcrafting:storage:4, 终极块
extendedcrafting:storage:5, 末影块
extendedcrafting:storage:6, 末影之星块
extendedcrafting:storage:7, 增强末影之星块
extendedcrafting:frame, 黑铁框架
extendedcrafting:lamp:0, 黑铁灯
extendedcrafting:lamp:1, 黑铁灯
extendedcrafting:trimmed:0, 黑铁块
extendedcrafting:trimmed:1, 黑铁块
extendedcrafting:trimmed:2, 黑铁块
extendedcrafting:trimmed:3, 黑铁块
extendedcrafting:trimmed:4, 黑铁块
extendedcrafting:trimmed:5, 黑铁块
extendedcrafting:crafting_table, 工作台
extendedcrafting:pedestal, 基座
extendedcrafting:crafting_core, 合成核心
extendedcrafting:interface, 自动化接口
extendedcrafting:table_basic, 基础工作台
extendedcrafting:table_advanced, 高级工作台
extendedcrafting:table_elite, 精英工作台
extendedcrafting:table_ultimate, 终极工作台
extendedcrafting:compressor, 量子压缩机
extendedcrafting:ender_alternator, 末影发电机
extendedcrafting:ender_crafter, 末影工作台
extendedcrafting:guide, 合成拓展指南
extendedcrafting:material:0, 黑铁锭
extendedcrafting:material:1, 黑铁粒
extendedcrafting:material:2, 黑铁板
extendedcrafting:material:3, 黑铁杆
extendedcrafting:material:7, 流明精华
extendedcrafting:material:8, 基础合成催化剂
extendedcrafting:material:9, 高级合成催化剂
extendedcrafting:material:10, 精英合成催化剂
extendedcrafting:material:11, 终极合成催化剂
extendedcrafting:material:12, 晶素合成催化剂
extendedcrafting:material:13, 终极催化剂
extendedcrafting:material:14, 基础合成组件
extendedcrafting:material:15, 高级合成组件
extendedcrafting:material:16, 精英合成组件
extendedcrafting:material:17, 终极合成组件
extendedcrafting:material:18, 晶素合成组件
extendedcrafting:material:19, 终极组件
extendedcrafting:material:24, 晶素锭
extendedcrafting:material:25, 晶素粒
extendedcrafting:material:32, 终极锭
extendedcrafting:material:33, 终极粒
extendedcrafting:material:36, 末影锭
extendedcrafting:material:37, 末影粒
extendedcrafting:material:40, 末影之星
extendedcrafting:material:41, 末影之星粒
extendedcrafting:material:48, 增强末影锭
extendedcrafting:material:49, 增强末影粒
extendedcrafting:material:128, 钻石粒
extendedcrafting:material:129, 绿宝石粒
extendedcrafting:material:140, 下界之星粒
extendedcrafting:handheld_table, 手持工作台
extendedcrafting:recipe_maker:0, 配方制作器
extendedcrafting:singularity:0, Coal 奇点
extendedcrafting:singularity:1, Iron 奇点
extendedcrafting:singularity:2, Lapis Lazuli 奇点
extendedcrafting:singularity:3, Redstone 奇点
extendedcrafting:singularity:4, Glowstone 奇点
extendedcrafting:singularity:5, Gold 奇点
extendedcrafting:singularity:6, Diamond 奇点
extendedcrafting:singularity:7, Emerald 奇点
extendedcrafting:singularity:16, Aluminum 奇点
extendedcrafting:singularity:17, Copper 奇点
extendedcrafting:singularity:18, Tin 奇点
extendedcrafting:singularity:19, Bronze 奇点
extendedcrafting:singularity:20, Zinc 奇点
extendedcrafting:singularity:21, Brass 奇点
extendedcrafting:singularity:22, Silver 奇点
extendedcrafting:singularity:23, Lead 奇点
extendedcrafting:singularity:24, Steel 奇点
extendedcrafting:singularity:25, Nickel 奇点
extendedcrafting:singularity:26, Constantan 奇点
extendedcrafting:singularity:27, Electrum 奇点
extendedcrafting:singularity:28, Invar 奇点
extendedcrafting:singularity:29, Mithril 奇点
extendedcrafting:singularity:30, Tungsten 奇点
extendedcrafting:singularity:31, Titanium 奇点
extendedcrafting:singularity:32, Uranium 奇点
extendedcrafting:singularity:33, Chrome 奇点
extendedcrafting:singularity:34, Platinum 奇点
extendedcrafting:singularity:35, Iridium 奇点
extendedcrafting:singularity:48, Signalum 奇点
extendedcrafting:singularity:49, Lumium 奇点
extendedcrafting:singularity:50, Enderium 奇点
extendedcrafting:singularity:64, Ardite 奇点
extendedcrafting:singularity:65, Cobalt 奇点
extendedcrafting:singularity:66, Manyullyn 奇点
extendedcrafting:singularity_ultimate, 终极奇点
zerocore:debugtool, 调试工具
bigreactors:ingotyellorium, 黄铀锭
bigreactors:ingotcyanite, 蓝晶锭
bigreactors:ingotgraphite, 石墨棒
bigreactors:ingotblutonium, 蓝钚锭
bigreactors:ingotludicrite, 镥锭
bigreactors:ingotsteel, 钢锭
bigreactors:dustyellorium, 黄铀粉
bigreactors:dustcyanite, 蓝晶粉
bigreactors:dustgraphite, 石墨粉
bigreactors:dustblutonium, 蓝钚粉
bigreactors:dustludicrite, 镥粉
bigreactors:duststeel, 钢粉
bigreactors:mineralanglesite, 硫酸铅矿晶体 (PbSO4)
bigreactors:mineralbenitoite, 蓝锥矿晶体 (BaTiSi3O9)
bigreactors:reactorcasingcores, 反应堆外壳核心 (旧版)
bigreactors:turbinehousingcores, 涡轮机外壳核心 (旧版)
bigreactors:wrench, 扳手
bigreactors:blockyellorium, 黄铀块
bigreactors:oreanglesite, 硫酸铅矿
bigreactors:turbinecreativesteamgenerator, 创造模式涡轮机蒸汽发电机 (旧版)
bigreactors:turbinerotorblade, 涡轮机叶片 (旧版)
bigreactors:blockblutonium, 蓝钚块
bigreactors:orebenitoite, 蓝锥矿
bigreactors:turbinebearing, 涡轮机转子轴承 (旧版)
bigreactors:reactorrednetport, 反应堆红石网络端口 (旧版)
bigreactors:turbinehousing, 涡轮机外壳(旧版)
bigreactors:blocksteel, 钢块
bigreactors:reactoraccessport, 反应堆访问端口 (旧版)
bigreactors:turbinecomputerport, 涡轮机电脑端口 (旧版)
bigreactors:turbinerotorshaft, 涡轮机转轴 (旧版)
bigreactors:reactorcreativecoolantport, 创造模式反应堆冷却端口 (旧版)
bigreactors:turbinefluidport, 涡轮机液体端口 (旧版)
bigreactors:blockgraphite, 石墨块
bigreactors:blockcyanite, 蓝晶块
bigreactors:reactorcoolantport, 反应堆冷却端口 (旧版)
bigreactors:turbinecontroller, 涡轮机控制器 (旧版)
bigreactors:reactorpowertaptesla, 反应堆Tesla能源接口 (旧版)
bigreactors:turbineglass, 涡轮机玻璃 (旧版)
bigreactors:reactorcasing, 反应堆外壳 (旧版)
bigreactors:reactorpowertaprf, 反应堆RF能源接口 (旧版)
bigreactors:reactorcontroller, 反应堆控制器 (旧版)
bigreactors:reactorredstoneport, 反应堆红石端口 (旧版)
bigreactors:oreyellorite, 黄铀矿
bigreactors:blockludicrite, 镥块
bigreactors:turbinepowertaprf, 涡轮机RF能源接口 (旧版)
bigreactors:turbinepowertaptesla, 涡轮机Tesla能源接口 (旧版)
bigreactors:reactorcomputerport, 反应堆计算机端口 (旧版)
bigreactors:reactorglass, 反应堆玻璃(旧版)
bigreactors:reactorcontrolrod, 反应堆控制杆 (旧版)
bigreactors:reactorfuelrod, 反应堆燃料棒 (旧版)
fluxnetworks:flux, 通量粉尘
fluxnetworks:fluxcore, 通量核心
fluxnetworks:fluxconfigurator, 通量控制器
fluxnetworks:adminconfigurator, 管理员控制器
fluxnetworks:fluxblock, 通量方块
fluxnetworks:fluxplug, 通量接入点
fluxnetworks:fluxpoint, 通量接出点
fluxnetworks:fluxcontroller, 通量控制器
fluxnetworks:fluxstorage, 基础通量存储器
fluxnetworks:herculeanfluxstorage, 大型通量存储器
fluxnetworks:gargantuanfluxstorage, 巨型通量存储器
fossil:biofossil, 生物化石
fossil:tar_fossil, 焦油化石
fossil:dinopedia, 恐龙百科
fossil:failuresaurus_flesh, 畸变龙肉
fossil:bio_goo, Bio-Goo
fossil:amber, 琥珀
fossil:dominican_amber, 多米尼加琥珀
fossil:chicken_essence, 鸡精
fossil:stunted_essence, Poisonous Potato Essence
fossil:scarab_gem, 圣甲虫宝石
fossil:aquatic_scarab_gem, 海蓝圣甲虫宝石
fossil:scarab_axe, 圣甲虫斧
fossil:scarab_pickaxe, 圣甲虫镐
fossil:scarab_sword, 圣甲虫剑
fossil:scarab_hoe, 圣甲虫锄
fossil:scarab_shovel, 圣甲虫铲
fossil:skull_helmet, 头骨骨盔
fossil:skull_chestplate, 肋骨骨甲
fossil:shin_leggings, 腿骨骨甲
fossil:feet_boots, 趾骨骨甲
fossil:ancient_key, 古代钥匙
fossil:ancient_clock, 古代时钟
fossil:shell, AP 坦克炮弹
fossil:sjl, 邱乐乔
fossil:magic_conch, 魔法海螺
fossil:raw_chicken_soup, 生鸡肉汤
fossil:cooked_chicken_soup, 熟鸡肉汤
fossil:cooked_egg, 熟鸡蛋
fossil:relic_scrap, 遗物碎片
fossil:pottery_shard, 古代陶片
fossil:plant_fossil, 植物化石
fossil:skull_stick, 骨头棒
fossil:tooth_dagger, 牙制匕首
fossil:stone_tablet, 石板
fossil:whip, 鞭子
fossil:toyball:0, 黑球
fossil:toyball:1, 红球
fossil:toyball:2, 绿色的球
fossil:toyball:3, 棕色的球
fossil:toyball:4, 蓝色的球
fossil:toyball:5, 紫色的球
fossil:toyball:6, 青色的球
fossil:toyball:7, 亮灰色球
fossil:toyball:8, 灰色的球
fossil:toyball:9, 粉红色的球
fossil:toyball:10, 亮橙色的球
fossil:toyball:11, 黄色的球
fossil:toyball:12, 淡蓝色的球
fossil:toyball:13, 品红的球
fossil:toyball:14, 橙色的球
fossil:toyball:15, 白色的小球
fossil:toy_scratching_post, 猫抓柱
fossil:toy_tethered_log, 拴上的原木
fossil:wooden_javelin, 木标枪
fossil:stone_javelin, 石制标枪
fossil:iron_javelin, 铁标枪
fossil:gold_javelin, 黄金标枪
fossil:diamond_javelin, 钻石标枪
fossil:ancient_javelin, 古代标枪
fossil:broken_sword, 破损的古代剑
fossil:broken_helmet, 破损的古代头盔
fossil:ancient_sword, 古代剑
fossil:ancient_helmet, 古代头盔
fossil:iced_meat, 冰冻肉
fossil:fossilseed:0, 蒂芙花种子化石
fossil:fossilseed:1, 瓶子草种子化石
fossil:fossilseed:2, 三尖杉种子化石
fossil:fossilseed:3, 石松门孢子化石
fossil:fossilseed:4, Fossilized Foozia Spores
fossil:fossilseed:5, 腹羽叶种子化石
fossil:fossilseed:6, 本内苏铁种子化石
fossil:fossilseed:7, 千岁兰种子化石
fossil:fossilseed:8, 化石马尾草孢子
fossil:fossilseed:9, 树蕨孢子化石
fossil:fossilseed:10, 越桔种子化石
fossil:fossilseed:11, 紫萁孢子化石
fossil:fossilseed:12, 山楂种子化石
fossil:fossilseed:13, 弗洛林花种子化石
fossil:fossilseed:14, 麻黄种子化石
fossil:fossilseed:15, 杜斯伯木孢子化石
fossil:fossilseed:16, Fossilized Dipteris Spores
fossil:fossilseed:17, Fossilized Dictyophyllum Seeds
fossil:fossilseed:18, Fossilized Sagenopteris Seeds
fossil:fossilseed:19, Fossilized Cyathea Seeds
fossil:fossil_seed_fern, 蕨类孢子化石
fossil:fossil_sapling_palae, 古树树苗化石
fossil:fossil_sapling_calamites, Petrified Calamites Sapling
fossil:fossil_sapling_sigillaria, Petrified Sigillaria Sapling
fossil:fossil_sapling_cordaites, Petrified Cordaites Sapling
fossil:seed:0, 蒂芙花种子
fossil:seed:1, 瓶子草种子
fossil:seed:2, 三尖杉种子
fossil:seed:3, 石松门孢子
fossil:seed:4, Foozia Spores
fossil:seed:5, 腹羽叶种子
fossil:seed:6, 本内苏铁种子
fossil:seed:7, 千岁兰种子
fossil:seed:8, 马尾草孢子
fossil:seed:9, 树蕨孢子
fossil:seed:10, 越桔种子
fossil:seed:11, 紫萁孢子
fossil:seed:12, 山楂种子
fossil:seed:13, 弗洛林花种子
fossil:seed:14, 麻黄种子
fossil:seed:15, Fossilized Duisbergia Seeds
fossil:seed:16, Dipteris Spores
fossil:seed:17, Dictyophyllum Seeds
fossil:seed:18, Sagenopteris Seeds
fossil:seed:19, Cyathea Seeds
fossil:fern_seed:0, 古代蕨类孢子
fossil:tardrop, 焦油滴液
fossil:record_bones, 化石唱片
fossil:record_anu, 化石唱片
fossil:record_scarab, 化石唱片
fossil:record_discovering, 化石唱片
fossil:bone_leg_bone:0, 三角龙 腿骨
fossil:bone_leg_bone:1, 迅猛龙 腿骨
fossil:bone_leg_bone:2, 霸王龙 腿骨
fossil:bone_leg_bone:3, 翼龙 腿骨
fossil:bone_leg_bone:4, 蛇颈龙 腿骨
fossil:bone_leg_bone:5, 沧龙 腿骨
fossil:bone_leg_bone:6, 剑龙 腿骨
fossil:bone_leg_bone:7, 双脊龙 腿骨
fossil:bone_leg_bone:8, 腕龙 腿骨
fossil:bone_leg_bone:9, 棘龙 腿骨
fossil:bone_leg_bone:10, 美颌龙 腿骨
fossil:bone_leg_bone:11, 甲龙 腿骨
fossil:bone_leg_bone:12, 肿头龙 腿骨
fossil:bone_leg_bone:13, 恐爪龙 腿骨
fossil:bone_leg_bone:14, 似鸡龙 腿骨
fossil:bone_leg_bone:15, 滑齿龙 腿骨
fossil:bone_leg_bone:16, 异龙 腿骨
fossil:bone_leg_bone:17, 帝鳄 腿骨
fossil:bone_leg_bone:18, 角鼻龙 腿骨
fossil:bone_leg_bone:19, 橡树龙 腿骨
fossil:bone_leg_bone:20, 镰刀龙 腿骨
fossil:bone_leg_bone:21, 副栉龙 腿骨
fossil:bone_leg_bone:22, 孔子鸟 腿骨
fossil:bone_leg_bone:23, 鱼龙 腿骨
fossil:bone_leg_bone:24, 无齿龙 腿骨
fossil:bone_leg_bone:25, 渡渡鸟 腿骨
fossil:bone_leg_bone:26, 冠恐鸟 腿骨
fossil:bone_leg_bone:27, 恐鸟 腿骨
fossil:bone_leg_bone:28, 恐鹤 腿骨
fossil:bone_leg_bone:29, 泰坦鸟 腿骨
fossil:bone_leg_bone:30, 猛犸象 腿骨
fossil:bone_leg_bone:31, 剑齿虎 腿骨
fossil:bone_leg_bone:32, 斑驴 腿骨
fossil:bone_leg_bone:33, 板齿犀 腿骨
fossil:bone_leg_bone:34, 大角鹿 腿骨
fossil:bone_leg_bone:35, 巨蜥 腿骨
fossil:bone_leg_bone:36, Platybelodon 腿骨
fossil:bone_leg_bone:37, Tiktaalik 腿骨
fossil:bone_leg_bone:38, Crassigyrinus 腿骨
fossil:bone_leg_bone:39, Diplocaulus 腿骨
fossil:bone_leg_bone:40, 基龙 腿骨
fossil:bone_leg_bone:41, 葬火龙 腿骨
fossil:bone_leg_bone:42, Diplodocus 腿骨
fossil:bone_leg_bone:43, Ornitholestes 腿骨
fossil:bone_unique_item:0, 三角龙的角
fossil:bone_unique_item:1, 迅猛龙的爪
fossil:bone_unique_item:2, 霸王龙的牙
fossil:bone_unique_item:3, 翼龙的手指
fossil:bone_unique_item:4, 蛇颈龙的牙
fossil:bone_unique_item:5, 沧龙的牙
fossil:bone_unique_item:6, 剑龙的骨片
fossil:bone_unique_item:7, 双脊龙的爪
fossil:bone_unique_item:8, 腕龙的爪
fossil:bone_unique_item:9, 棘龙的背鳍
fossil:bone_unique_item:10, 美颌龙的爪
fossil:bone_unique_item:11, 甲龙的尾锤
fossil:bone_unique_item:12, 肿头龙的头突
fossil:bone_unique_item:13, 恐爪龙的爪
fossil:bone_unique_item:14, 似鸡龙的爪
fossil:bone_unique_item:15, 滑齿龙的胃片
fossil:bone_unique_item:16, 异龙的爪
fossil:bone_unique_item:17, 帝鳄的鳞皮
fossil:bone_unique_item:18, 角龙的角
fossil:bone_unique_item:19, 磔齿龙的牙
fossil:bone_unique_item:20, 镰刀龙的爪
fossil:bone_unique_item:21, 似棘龙的胸骨
fossil:bone_unique_item:22, 孔子鸟的爪
fossil:bone_unique_item:23, 鱼龙的巩膜环
fossil:bone_unique_item:24, 盾齿龙的壳
fossil:bone_unique_item:25, 渡渡鸟的叉骨
fossil:bone_unique_item:26, 冠恐鸟的锁骨
fossil:bone_unique_item:27, 恐鸟的锁骨
fossil:bone_unique_item:28, 恐鹤的锁骨
fossil:bone_unique_item:29, 泰坦鸟的锁骨
fossil:bone_unique_item:30, 猛犸象的象牙
fossil:bone_unique_item:31, 剑齿虎的牙齿
fossil:bone_unique_item:32, 斑驴的牙齿
fossil:bone_unique_item:33, 板齿犀的角
fossil:bone_unique_item:34, 大角鹿的鹿角
fossil:bone_unique_item:35, 远古巨蜥的爪
fossil:bone_unique_item:36, 铲齿象的牙
fossil:bone_unique_item:37, Tiktaalik Wrist
fossil:bone_unique_item:38, Crassigyrinus Tail Bone
fossil:bone_unique_item:39, Diplocaulus Tail Bone
fossil:bone_unique_item:40, 基龙帆
fossil:bone_unique_item:41, 葬火龙爪
fossil:bone_unique_item:42, Diplodocus Tail Bone
fossil:bone_unique_item:43, Ornitholestes Claw
